25487.0,-11
25591.0,-5
25606.0,-4
25613.0,-3
25632.0,-2
25674.0,-1
25699.0,0
25716.0,1
25732.0,2
25741.0,3
25757.0,4
25766.0,6
25774.0,7
25782.0,8
25791.0,10
25799.0,11
25807.0,12
25816.0,14
25824.0,15
25832.0,16
25841.0,18
25849.0,19
25857.0,20
25866.0,21
25874.0,22
25882.0,23
25891.0,24
25899.0,25
25916.0,26
25924.0,27
25932.0,28
25949.0,30
25957.0,31
25966.0,32
25974.0,33
25982.0,35
25991.0,36
25999.0,38
26007.0,40
26018.0,41
26024.0,43
26033.0,44
26041.0,45
26049.0,47
26058.0,48
26066.0,49
26074.0,50
26083.0,52
26091.0,53
26100.0,55
26108.0,56
26116.0,58
26125.0,60
26133.0,61
26141.0,62
26149.0,64
26158.0,65
26166.0,66
26174.0,67
26183.0,68
26192.0,69
26201.0,70
26209.0,71
26216.0,72
26225.0,73
26233.0,74
26242.0,75
26250.0,76
26266.0,77
26275.0,78
26291.0,79
26329.0,80
26492.0,81
26576.0,80
30086.0,84
30167.0,79
30180.0,77
30189.0,76
30196.0,74
30206.0,72
30213.0,70
30222.0,68
30230.0,65
30238.0,62
30247.0,58
30255.0,54
30263.0,49
30272.0,45
30280.0,42
30288.0,39
30297.0,36
30305.0,33
30313.0,31
30322.0,29
30330.0,27
30338.0,26
30347.0,24
30355.0,22
30364.0,20
30372.0,18
30380.0,16
30388.0,14
30397.0,12
30405.0,11
30413.0,9
30422.0,8
30430.0,7
30438.0,6
30463.0,5
30492.0,4
30542.0,3
30584.0,4
30929.0,5
35371.0,29
35420.0,35
35429.0,37
35443.0,40
35454.0,41
35462.0,43
35470.0,44
35478.0,45
35487.0,46
35495.0,47
35504.0,48
35512.0,49
35521.0,50
35545.0,51
35591.0,52
35608.0,53
35626.0,54
35633.0,56
35644.0,57
35652.0,58
35668.0,60
35679.0,61
35687.0,62
35712.0,63
35746.0,64
35762.0,65
35771.0,66
35780.0,67
35796.0,68
35804.0,69
35821.0,70
35829.0,71
35854.0,72
36165.0,71
36931.0,66
36940.0,65
36954.0,62
36964.0,60
36973.0,59
36982.0,58
36990.0,57
36997.0,56
37006.0,55
37014.0,54
37023.0,53
37031.0,51
37039.0,50
37048.0,48
37056.0,47
37064.0,46
37081.0,45
37098.0,44
37115.0,43
37131.0,42
37148.0,41
37156.0,40
37165.0,39
37173.0,38
37181.0,36
37190.0,35
37206.0,34
37215.0,33
37223.0,32
37248.0,31
37340.0,30
37457.0,29
37490.0,28
37524.0,27
37549.0,26
37557.0,25
37574.0,24
37582.0,23
37599.0,22
37615.0,21
37625.0,20
37632.0,19
37641.0,18
37649.0,17
37657.0,16
37666.0,15
37674.0,14
37682.0,13
37690.0,12
37699.0,10
37707.0,9
37715.0,8
37724.0,6
37732.0,5
37741.0,4
37749.0,3
37757.0,2
37774.0,1
37790.0,0
37807.0,-1
37832.0,-2
37866.0,-3
37932.0,-4
50325.0,-13
50441.0,-17
50450.0,-18
50469.0,-19
50499.0,-20
50516.0,-21
50524.0,-22
50533.0,-23
50541.0,-24
50551.0,-25
50558.0,-26
50566.0,-27
50574.0,-28
50583.0,-29
50591.0,-30
50608.0,-31
50624.0,-32
50649.0,-33
50674.0,-34
50725.0,-35
50889.0,-34
54961.0,-36
55080.0,-29
55089.0,-26
55099.0,-22
55106.0,-19
55114.0,-15
55122.0,-12
55130.0,-10
55139.0,-8
55147.0,-6
55155.0,-4
55164.0,-2
55172.0,0
55181.0,2
55189.0,4
55197.0,6
55206.0,8
55214.0,9
55223.0,10
55231.0,11
55239.0,12
55255.0,13
55280.0,14
55335.0,15
55401.0,16
55547.0,15
73958.0,13
74064.0,17
74073.0,18
74082.0,19
74099.0,21
74106.0,22
74115.0,23
74131.0,24
74140.0,25
74148.0,26
74157.0,27
74165.0,28
74181.0,29
74190.0,30
74198.0,31
74207.0,32
74215.0,33
74223.0,34
74232.0,35
74240.0,36
74248.0,37
74257.0,38
74265.0,39
74273.0,40
74282.0,41
74299.0,42
74315.0,43
74323.0,44
74332.0,45
74341.0,46
74348.0,48
74357.0,49
74365.0,50
74373.0,52
74382.0,53
74390.0,54
74398.0,55
74407.0,56
74415.0,57
74432.0,58
74449.0,59
74465.0,60
74490.0,61
74515.0,62
74549.0,63
74566.0,64
74582.0,65
74590.0,66
74599.0,67
74607.0,68
74624.0,69
74633.0,70
74649.0,71
74666.0,72
74699.0,73
74732.0,74
74757.0,75
74791.0,76
74841.0,77
74963.0,78
75066.0,79
75175.0,80
82112.0,81
82262.0,76
82276.0,75
82292.0,74
82301.0,73
82309.0,72
82326.0,71
82334.0,70
82342.0,69
82351.0,68
82367.0,67
82376.0,66
82384.0,65
82401.0,64
82409.0,63
82417.0,62
82425.0,61
82434.0,60
82442.0,59
82451.0,58
82459.0,57
82468.0,56
82476.0,55
82484.0,54
82493.0,53
82509.0,52
82518.0,51
82534.0,50
82542.0,49
82559.0,48
82567.0,47
82584.0,46
82601.0,45
82609.0,44
82634.0,43
82652.0,42
82676.0,41
82693.0,40
82701.0,39
82710.0,38
82718.0,37
82735.0,36
82743.0,35
82751.0,34
82768.0,33
82784.0,32
82801.0,31
82818.0,30
82835.0,29
82851.0,28
82860.0,27
82869.0,26
82885.0,25
82893.0,24
82902.0,23
82919.0,22
82935.0,21
83044.0,20
83169.0,19
83202.0,18
83219.0,17
83227.0,16
83236.0,15
83247.0,14
83261.0,13
83269.0,12
83277.0,11
83286.0,10
83294.0,9
83302.0,7
83310.0,6
83319.0,5
83327.0,4
83336.0,3
83344.0,1
83352.0,0
83361.0,-1
83369.0,-2
83377.0,-3
83385.0,-4
83394.0,-5
83402.0,-6
83411.0,-7
83419.0,-8
83427.0,-9
83444.0,-10
83469.0,-11
83694.0,-10
104701.0,-17
104787.0,-12
104796.0,-10
104810.0,-7
104821.0,-5
104830.0,-4
104838.0,-2
104846.0,0
104859.0,2
104863.0,4
104871.0,5
104880.0,7
104888.0,8
104896.0,10
104905.0,12
104913.0,13
104921.0,15
104930.0,17
104938.0,18
104946.0,20
104955.0,21
104963.0,22
104971.0,24
104980.0,25
104988.0,26
105000.0,28
105006.0,29
105019.0,32
105030.0,33
105039.0,35
105061.0,37
105067.0,38
105080.0,39
105089.0,40
105097.0,41
105106.0,42
105128.0,44
105147.0,45
105164.0,46
105196.0,47
113666.0,45
113809.0,40
113818.0,38
113826.0,37
113843.0,36
113851.0,35
113859.0,34
113867.0,33
113884.0,32
113892.0,31
113901.0,30
113909.0,29
113917.0,28
113926.0,27
113934.0,26
113942.0,25
113959.0,24
113967.0,23
113992.0,22
114026.0,21
114059.0,20
114076.0,19
114084.0,18
114092.0,17
114101.0,16
114109.0,15
114117.0,13
114126.0,12
114134.0,11
114143.0,10
114151.0,9
114159.0,8
114176.0,7
114201.0,6
114217.0,5
114242.0,4
114251.0,3
114267.0,2
114276.0,1
114294.0,0
114318.0,-1
114342.0,-2
114359.0,-3
114371.0,-4
114385.0,-5
114393.0,-6
114409.0,-7
114426.0,-8
114476.0,-9
114656.0,-8
114735.0,-7
114776.0,-6
114801.0,-5
114835.0,-4
114868.0,-3
114901.0,-2
114935.0,-1
114989.0,0
121721.0,-5
121868.0,-10
121873.0,-11
121890.0,-12
121898.0,-13
121915.0,-14
121923.0,-15
121931.0,-16
121939.0,-17
121948.0,-18
121956.0,-19
121964.0,-20
121973.0,-21
121989.0,-22
122006.0,-23
122031.0,-24
122076.0,-25
122212.0,-26
125748.0,-27
125885.0,-22
125891.0,-21
125902.0,-20
125910.0,-19
125918.0,-17
